N,P,K,temperature,humidity,ph,rainfall,label
76.84,56.01,38.53,19.67,63.9,5.62,625.09,Potato
61.38,47.36,49.0,19.91,65.99,5.88,706.61,Potato
73.92,58.98,44.74,23.46,76.8,5.63,622.04,Potato
61.79,40.87,37.61,24.2,74.65,5.79,720.09,Potato
85.14,49.73,44.99,24.58,61.56,5.9,679.26,Potato
69.02,43.18,31.56,21.2,60.67,6.45,529.95,Potato
69.87,44.74,48.36,21.4,74.95,6.47,527.04,Potato
68.81,54.66,42.17,18.91,74.23,5.99,672.91,Potato
67.1,45.3,44.65,22.12,66.11,5.96,746.24,Potato
60.2,52.59,42.21,24.42,72.38,5.81,618.16,Potato
76.89,54.08,30.35,23.47,78.28,6.16,714.29,Potato
76.37,48.17,49.14,18.97,66.45,6.0,630.98,Potato
74.84,55.18,39.46,19.81,68.47,5.79,619.83,Potato
82.7,40.73,44.14,24.99,76.51,6.07,787.8,Potato
62.6,40.88,41.46,21.41,71.32,5.89,796.8,Potato
85.0,54.83,46.77,19.09,67.94,6.07,783.63,Potato
78.71,55.1,39.58,22.48,61.43,5.66,767.78,Potato
80.03,47.39,30.57,24.28,60.99,6.37,796.68,Potato
75.07,46.42,40.81,19.51,75.59,5.76,597.06,Potato
67.58,46.92,48.46,20.35,79.85,5.97,548.86,Potato
78.67,56.41,44.14,18.49,77.88,6.46,558.99,Potato
88.05,46.14,45.14,23.42,75.75,6.32,531.59,Potato
87.05,52.62,45.63,19.06,63.91,5.91,681.92,Potato
72.25,48.22,41.71,23.2,64.39,6.41,785.94,Potato
66.82,49.68,39.33,21.49,61.74,6.04,668.94,Potato
64.86,55.06,40.8,18.38,65.17,5.75,623.13,Potato
64.77,57.75,47.46,21.59,70.53,6.27,501.91,Potato
62.18,43.05,47.46,23.05,63.63,5.62,669.84,Potato
87.08,58.64,36.0,23.92,67.53,6.08,525.11,Potato
64.26,54.57,44.07,19.27,66.09,5.92,603.78,Potato
65.58,58.07,35.03,18.89,70.89,6.07,531.55,Potato
87.51,55.71,44.07,24.64,74.09,5.57,570.37,Potato
65.05,58.96,41.37,23.29,69.8,5.97,535.7,Potato
68.41,53.27,40.88,20.33,77.79,6.44,629.38,Potato
80.95,55.32,31.68,20.13,67.2,6.29,569.23,Potato
80.8,53.59,32.48,18.13,71.89,5.69,616.99,Potato
80.76,41.67,31.06,19.45,62.59,6.28,644.96,Potato
63.77,56.36,48.02,24.38,70.92,6.22,715.03,Potato
79.44,57.11,30.57,24.51,71.2,5.5,517.8,Potato
68.62,50.4,38.4,20.9,67.32,5.82,520.23,Potato
89.19,54.37,30.61,20.33,69.93,6.01,650.86,Potato
75.17,40.73,39.52,21.75,68.0,6.19,710.65,Potato
83.11,47.69,35.22,20.52,69.13,6.19,542.75,Potato
74.34,50.21,39.13,19.87,60.07,6.2,504.66,Potato
78.23,41.17,41.4,20.79,61.72,5.63,532.15,Potato
66.71,54.11,43.24,22.67,70.28,6.27,590.41,Potato
61.19,42.67,43.71,20.73,61.38,5.7,582.0,Potato
85.36,51.36,38.49,24.17,65.97,5.56,784.36,Potato
86.57,42.88,46.4,18.95,79.01,5.89,667.53,Potato
87.09,49.78,30.75,20.04,74.07,5.67,605.34,Potato
65.16,44.92,32.61,24.47,78.7,6.24,737.98,Potato
81.07,50.46,45.72,21.52,71.68,6.07,718.65,Potato
85.01,52.71,36.68,20.0,72.35,5.73,509.18,Potato
77.83,59.35,43.91,20.56,65.48,5.99,553.15,Potato
67.66,47.33,48.09,18.41,73.89,6.4,679.29,Potato
75.38,45.17,39.94,18.82,73.66,6.44,640.04,Potato
77.54,43.69,31.56,24.24,60.19,5.62,742.93,Potato
66.49,46.72,41.84,20.48,70.57,6.22,738.1,Potato
70.66,49.27,31.73,21.22,71.32,6.06,519.66,Potato
60.7,48.53,38.86,22.54,76.97,6.26,584.98,Potato
63.33,57.89,32.28,24.7,75.06,5.73,682.09,Potato
88.51,45.65,42.37,24.09,62.72,5.83,725.69,Potato
86.86,54.6,35.66,24.72,65.4,5.67,629.46,Potato
66.87,45.22,42.28,21.17,61.63,5.77,722.12,Potato
60.5,40.38,39.89,23.52,57.78,6.54,575.71,Onion
67.82,43.76,36.83,21.24,50.49,6.14,599.89,Onion
53.36,31.03,32.67,26.56,61.28,6.62,594.23,Onion
66.83,33.56,35.89,22.05,56.46,6.55,521.13,Onion
67.37,22.73,34.04,23.09,52.44,6.3,687.2,Onion
57.81,40.24,39.63,27.02,61.1,6.65,585.84,Onion
49.41,29.31,37.48,25.82,62.71,6.97,669.44,Onion
40.87,41.61,26.53,19.7,66.64,6.34,516.84,Onion
57.68,40.64,31.66,22.13,64.08,6.23,650.28,Onion
61.07,41.15,36.17,26.52,56.53,6.78,464.35,Onion
43.86,48.3,32.54,19.68,54.04,6.34,682.39,Onion
45.64,43.75,32.99,24.02,66.02,6.83,404.8,Onion
67.5,32.02,24.94,24.49,64.67,6.86,588.13,Onion
48.45,40.45,35.48,27.59,55.49,6.74,503.42,Onion
54.84,22.07,23.19,21.51,68.87,6.16,683.37,Onion
51.58,28.31,29.59,24.32,65.95,6.22,479.6,Onion
68.91,28.72,37.43,19.73,52.95,6.33,503.01,Onion
63.95,48.61,30.69,26.16,69.52,6.74,426.93,Onion
46.35,34.58,28.82,22.54,66.41,6.33,522.48,Onion
62.75,34.52,20.28,26.5,61.18,6.81,452.62,Onion
59.93,34.48,29.97,24.87,56.41,6.67,666.26,Onion
41.62,37.34,31.2,23.66,54.49,6.03,630.06,Onion
61.65,42.92,25.33,20.73,67.61,6.82,407.69,Onion
46.52,44.55,37.17,27.62,54.24,6.63,440.22,Onion
68.1,40.0,30.13,19.82,57.81,6.91,498.78,Onion
64.34,26.76,22.96,25.14,52.62,6.85,593.12,Onion
50.51,49.9,21.53,26.82,56.45,6.95,555.06,Onion
59.43,26.19,28.9,19.21,57.24,6.64,438.62,Onion
62.82,28.04,35.88,20.88,65.41,6.99,406.67,Onion
56.21,26.36,30.04,24.13,62.21,6.02,556.35,Onion
50.31,38.16,29.61,26.84,62.62,6.4,670.03,Onion
61.55,26.01,30.44,23.61,60.16,6.37,649.44,Onion
58.47,30.27,35.68,23.23,69.37,6.12,644.26,Onion
41.42,34.26,20.25,27.45,60.47,6.82,620.85,Onion
67.43,29.49,37.08,21.35,69.78,6.12,690.65,Onion
68.42,33.16,21.83,19.18,61.86,6.46,630.52,Onion
66.76,49.6,37.18,24.52,65.3,6.71,527.42,Onion
58.15,24.07,25.71,26.2,57.7,6.56,446.59,Onion
65.76,42.04,23.66,20.21,65.54,6.24,547.21,Onion
45.72,23.57,39.54,18.31,56.04,6.52,597.9,Onion
49.02,36.78,31.87,21.0,51.38,6.84,545.38,Onion
69.58,45.14,38.54,18.46,55.88,6.98,575.97,Onion
57.94,43.37,33.6,25.59,67.15,6.42,529.04,Onion
66.52,37.72,30.42,25.35,56.42,6.1,667.07,Onion
63.81,20.03,28.83,20.75,59.35,6.84,665.13,Onion
44.51,28.51,21.51,27.39,53.26,6.16,613.46,Onion
53.39,23.13,33.99,25.7,63.59,6.48,441.82,Onion
63.89,45.04,29.9,21.06,54.14,6.9,554.06,Onion
56.41,43.36,26.09,26.06,60.37,6.23,622.75,Onion
48.76,48.86,22.31,25.36,52.52,6.51,492.63,Onion
66.6,20.48,37.32,23.23,52.51,6.88,400.5,Onion
65.22,39.77,35.22,26.6,62.3,6.03,624.39,Onion
40.33,26.83,28.95,25.24,64.06,6.24,663.17,Onion
58.96,37.84,29.13,23.78,56.19,6.34,443.02,Onion
68.71,42.8,34.88,18.72,63.06,6.14,525.92,Onion
53.11,40.96,23.18,26.52,67.25,6.7,688.68,Onion
51.3,41.67,36.56,24.22,56.82,6.99,432.2,Onion
48.18,23.31,39.93,21.78,50.3,6.51,534.36,Onion
51.77,42.24,26.13,26.25,62.52,6.86,663.47,Onion
50.92,29.86,34.94,25.79,66.35,6.13,612.4,Onion
63.99,31.47,37.37,24.94,59.05,6.95,490.87,Onion
68.37,33.71,36.64,20.35,61.63,6.52,534.23,Onion
59.87,34.82,38.81,24.18,62.14,6.98,460.52,Onion
57.85,26.61,30.15,18.27,66.51,6.68,554.58,Onion
55.6,46.91,22.5,26.71,66.61,6.67,642.8,Onion
40.48,44.04,20.03,25.72,65.53,6.82,615.42,Onion
69.93,46.1,26.81,20.74,59.1,6.21,586.57,Onion
63.87,34.88,26.69,22.93,59.28,6.36,484.92,Onion
43.08,46.88,26.17,19.17,69.16,6.77,496.49,Onion
58.86,28.66,26.65,19.54,60.45,6.83,602.59,Onion
50.97,47.14,32.64,20.92,56.93,6.67,437.15,Onion
56.45,42.02,32.17,25.06,64.41,6.45,461.61,Onion
53.24,29.94,22.64,24.46,59.3,6.05,677.16,Onion
67.94,26.93,39.81,20.49,67.19,6.7,658.5,Onion
41.29,32.3,35.69,27.35,54.37,6.38,625.57,Onion
56.91,31.77,38.44,26.03,60.24,6.55,571.56,Onion
64.71,29.04,37.65,27.76,58.7,6.59,614.17,Onion
46.7,29.11,25.46,23.7,69.0,6.6,630.9,Onion
54.09,42.64,26.61,21.85,56.12,6.56,522.83,Onion
47.44,38.65,39.45,21.77,51.45,6.34,585.88,Onion
59.84,42.39,27.06,27.32,65.85,6.52,454.96,Onion
64.92,32.73,20.49,20.16,60.5,6.76,574.0,Onion
65.97,26.88,28.96,22.68,62.67,6.31,559.14,Onion
65.89,33.48,24.79,25.56,66.8,6.27,670.42,Onion
59.9,30.6,29.68,26.77,65.16,6.27,447.87,Onion
62.68,41.01,34.49,22.8,64.59,6.32,525.32,Onion
68.4,42.73,20.98,18.93,58.71,6.63,512.16,Onion
61.34,27.87,31.49,26.65,65.98,6.29,610.01,Onion
55.88,37.09,34.76,19.28,69.86,6.43,501.19,Onion
66.36,39.94,30.42,24.15,55.95,6.51,479.69,Onion
55.96,27.08,28.12,23.54,65.58,6.31,486.45,Onion
61.42,26.31,26.23,24.17,58.67,6.78,468.56,Onion
45.47,32.07,35.26,27.62,65.51,6.43,458.79,Onion
44.28,33.65,33.61,21.75,65.2,6.01,631.2,Onion
58.32,20.8,38.44,21.98,59.47,6.91,418.3,Onion
44.61,21.03,29.62,23.53,64.37,6.93,403.14,Onion
62.77,33.67,34.05,21.51,61.93,6.23,457.45,Onion
68.75,31.31,38.86,18.9,62.94,6.43,485.38,Onion
63.31,42.46,31.23,26.32,64.7,6.48,576.89,Onion
51.34,24.05,35.84,24.04,69.48,6.43,665.07,Onion
66.4,33.2,42.94,31.74,79.92,6.31,767.59,Brinjal
62.35,39.01,27.82,30.66,78.73,6.45,629.38,Brinjal
77.09,46.16,39.91,31.58,63.82,6.34,785.32,Brinjal
68.26,40.9,44.09,27.23,67.87,6.45,648.34,Brinjal
65.46,36.64,47.89,28.19,76.73,6.36,729.53,Brinjal
56.2,39.72,33.15,23.93,77.23,6.01,518.75,Brinjal
79.55,35.9,38.97,28.96,63.24,6.29,551.21,Brinjal
64.14,47.58,27.65,22.6,70.79,6.47,754.13,Brinjal
68.56,46.28,25.22,29.91,79.88,6.46,643.82,Brinjal
66.97,30.03,29.5,25.9,77.42,6.53,678.7,Brinjal
62.53,55.43,21.25,22.14,72.18,6.48,685.61,Brinjal
63.72,56.83,42.59,24.3,63.56,6.56,662.77,Brinjal
63.84,54.71,38.94,22.54,65.57,6.51,732.78,Brinjal
63.18,54.24,21.23,24.6,65.93,6.69,654.06,Brinjal
70.12,47.24,24.6,27.31,74.17,6.11,704.92,Brinjal
67.95,35.1,44.11,27.42,74.96,6.34,592.95,Brinjal
68.47,50.95,32.39,23.48,76.11,6.7,626.5,Brinjal
65.51,55.1,36.24,24.74,74.17,6.11,708.12,Brinjal
61.11,57.64,27.45,22.7,70.84,6.5,640.39,Brinjal
54.57,37.58,25.99,27.63,75.07,6.28,669.44,Brinjal
64.5,43.89,28.11,25.86,77.28,6.37,561.31,Brinjal
79.46,59.88,32.95,30.75,60.13,6.32,773.91,Brinjal
62.94,33.68,35.56,28.6,60.17,6.1,528.03,Brinjal
63.2,33.11,39.82,26.71,69.02,6.32,589.39,Brinjal
57.18,53.74,37.88,22.99,68.96,6.36,578.77,Brinjal
54.13,49.62,32.09,24.58,78.59,6.72,554.04,Brinjal
77.64,31.61,29.09,25.02,72.88,6.59,663.81,Brinjal
66.89,38.92,31.12,29.61,68.89,6.5,635.9,Brinjal
54.99,58.53,41.29,28.38,75.0,6.3,703.84,Brinjal
58.82,40.27,46.41,27.55,70.78,6.19,576.46,Brinjal
70.99,50.44,32.98,23.9,63.32,6.76,727.28,Brinjal
67.13,43.63,28.83,27.19,71.98,6.55,689.06,Brinjal
78.96,31.26,40.37,26.73,65.75,6.76,535.15,Brinjal
75.95,58.88,33.62,22.8,74.97,6.57,774.99,Brinjal
70.91,43.77,34.22,22.66,69.59,6.28,766.46,Brinjal
61.09,50.43,45.84,24.74,71.09,6.28,600.78,Brinjal
54.52,55.17,25.85,27.18,79.66,6.77,670.89,Brinjal
63.53,39.24,31.39,22.82,66.01,6.55,590.44,Brinjal
77.56,48.16,32.03,31.58,79.5,6.8,679.23,Brinjal
64.94,34.27,30.07,22.91,77.33,6.07,512.79,Brinjal
66.21,55.72,45.26,30.54,73.89,6.47,544.99,Brinjal
66.13,41.98,33.07,25.09,79.22,6.58,782.12,Brinjal
54.85,54.54,29.74,31.57,62.36,6.03,651.41,Brinjal
62.18,48.11,23.15,26.81,61.65,6.78,510.5,Brinjal
73.21,44.97,46.3,27.5,77.41,6.61,505.65,Brinjal
59.81,46.64,48.23,29.17,72.78,6.67,775.46,Brinjal
73.46,37.86,33.38,30.87,73.03,6.03,762.45,Brinjal
61.59,35.08,27.32,22.09,72.06,6.15,577.05,Brinjal
64.5,36.22,29.13,25.61,71.46,6.67,718.22,Brinjal
55.85,47.09,29.61,28.81,79.62,6.33,542.96,Brinjal
67.45,56.44,26.51,28.74,73.72,6.33,774.36,Brinjal
79.42,31.5,31.95,24.88,66.25,6.72,660.71,Brinjal
71.92,34.76,34.06,24.2,67.76,6.06,531.35,Brinjal
75.1,39.55,38.24,22.9,78.51,6.36,689.96,Brinjal
52.7,45.12,34.65,26.97,73.86,6.05,771.76,Brinjal
74.83,37.82,27.26,31.48,66.73,6.66,504.45,Brinjal
55.99,44.12,39.05,30.49,62.38,6.5,611.8,Brinjal
70.4,42.39,33.97,24.11,65.59,6.75,733.73,Brinjal
63.12,31.24,32.43,22.58,68.69,6.77,610.25,Brinjal
68.44,39.38,37.39,23.36,71.45,6.51,519.75,Brinjal
50.9,48.23,28.22,30.19,65.52,6.05,758.59,Brinjal
73.17,43.83,24.61,27.4,68.67,6.07,673.65,Brinjal
69.71,42.5,28.0,25.38,60.91,6.34,644.7,Brinjal
53.22,47.72,31.96,27.1,60.97,6.6,758.71,Brinjal
53.47,55.37,36.95,24.26,73.82,6.34,708.85,Brinjal
64.9,58.52,21.86,25.55,62.59,6.13,705.18,Brinjal
55.88,45.4,29.52,25.17,79.41,6.57,710.37,Brinjal
54.59,54.88,26.78,25.82,77.22,6.65,647.42,Brinjal
76.67,49.43,21.16,26.6,61.8,6.19,518.95,Brinjal
52.63,43.06,30.16,25.26,71.44,6.19,538.08,Brinjal
53.86,35.07,43.66,29.22,79.15,6.2,685.68,Brinjal
78.72,59.83,46.86,24.6,67.64,6.23,585.63,Brinjal
58.62,38.29,47.18,23.39,73.41,6.63,647.68,Brinjal
68.45,48.66,49.76,29.76,61.77,6.6,655.69,Brinjal
61.94,30.16,21.21,22.42,72.86,6.61,749.07,Brinjal
68.79,42.18,38.37,22.24,75.07,6.13,758.12,Brinjal
59.11,44.34,25.85,30.84,61.73,6.15,631.75,Brinjal
79.17,32.79,33.51,27.62,70.42,6.03,685.19,Brinjal
79.95,33.99,45.99,31.53,60.79,6.29,733.42,Brinjal
60.35,44.71,45.36,23.09,77.89,6.19,587.52,Brinjal
61.06,53.28,34.42,29.61,69.23,6.79,659.54,Brinjal
73.56,52.56,40.94,29.36,77.23,6.1,531.71,Brinjal
55.71,36.01,24.28,28.66,61.68,6.28,770.33,Brinjal
56.67,38.24,23.65,23.64,70.17,6.14,549.83,Brinjal
65.97,56.17,28.15,22.15,78.71,6.04,569.87,Brinjal
52.72,35.25,46.21,26.17,68.9,6.15,699.89,Brinjal
55.27,42.41,23.38,28.33,78.01,6.63,753.27,Brinjal
70.27,43.11,30.26,26.5,73.76,6.23,563.01,Brinjal
56.92,49.79,34.66,25.91,75.41,6.28,605.65,Brinjal
55.36,43.21,20.54,29.33,61.84,6.14,541.05,Brinjal
57.85,51.61,37.37,29.94,74.3,6.41,570.93,Brinjal
57.09,57.86,46.35,30.64,70.33,6.35,739.17,Brinjal
66.51,41.46,24.67,30.29,61.27,6.6,609.35,Brinjal
59.11,49.87,24.59,23.37,70.96,6.17,509.37,Brinjal
53.0,43.03,39.67,26.05,62.91,6.68,744.96,Brinjal
57.87,50.89,37.35,29.43,62.82,6.18,734.5,Brinjal
54.11,49.15,32.45,31.37,67.97,6.63,522.44,Brinjal
55.25,37.18,29.9,25.95,62.91,6.65,566.06,Brinjal
68.86,30.44,37.24,22.52,74.34,6.14,784.93,Brinjal
73.46,37.82,30.65,23.36,71.42,6.53,523.05,Brinjal
58.61,37.48,46.14,28.2,57.93,6.84,733.45,Chili
54.41,40.46,25.5,31.32,72.71,6.57,616.38,Chili
71.17,49.54,31.02,26.92,50.91,6.94,523.72,Chili
71.95,36.87,28.09,31.68,69.95,6.17,439.54,Chili
60.56,45.2,38.85,25.69,66.18,6.93,499.74,Chili
73.03,53.72,28.51,31.43,61.73,6.92,527.11,Chili
54.69,53.78,43.36,30.73,56.31,6.96,470.14,Chili
71.08,34.34,44.53,26.11,52.78,6.65,545.18,Chili
57.4,38.06,29.91,27.21,73.03,6.57,556.94,Chili
76.73,35.91,31.84,28.44,74.39,6.83,728.82,Chili
70.39,53.43,41.41,31.52,67.42,6.73,797.2,Chili
69.47,40.72,48.22,27.6,71.6,6.19,643.69,Chili
78.01,39.96,33.17,31.77,72.23,6.52,735.61,Chili
58.5,59.12,20.15,28.81,59.21,6.31,408.54,Chili
76.59,56.87,26.57,30.92,71.98,6.91,713.92,Chili
66.89,31.63,24.95,29.79,65.14,6.04,632.28,Chili
70.81,41.51,27.37,28.55,69.02,6.22,734.03,Chili
73.37,38.9,22.62,30.25,61.42,6.67,748.47,Chili
60.38,54.01,25.75,31.48,73.59,6.75,607.31,Chili
50.42,52.78,33.88,26.63,50.14,6.58,455.54,Chili
65.68,37.6,35.42,30.2,67.17,6.59,692.25,Chili
75.18,57.61,21.49,26.18,51.04,6.18,651.34,Chili
63.81,35.2,28.75,31.39,71.53,6.12,593.03,Chili
59.19,31.11,44.52,30.6,61.47,6.34,469.85,Chili
56.9,50.82,28.83,28.84,71.98,6.57,768.53,Chili
79.07,34.04,42.23,27.72,61.35,6.8,731.75,Chili
69.2,48.28,47.56,28.42,72.52,6.05,421.26,Chili
64.68,35.43,22.82,28.84,51.5,6.59,473.43,Chili
74.32,30.65,36.36,28.24,72.05,6.71,473.16,Chili
78.09,50.14,31.66,29.45,50.37,6.37,658.91,Chili
60.71,45.09,49.11,28.86,50.66,6.54,437.81,Chili
74.77,51.41,46.64,30.94,69.91,6.39,534.65,Chili
73.85,48.81,43.42,27.02,70.62,6.34,673.98,Chili
75.94,50.9,41.67,29.41,72.19,6.41,769.79,Chili
53.05,42.99,28.13,25.24,58.11,6.06,650.62,Chili
74.66,43.86,44.48,31.82,70.94,6.26,664.89,Chili
77.82,53.66,47.3,26.61,60.33,6.97,638.92,Chili
61.59,51.9,35.91,29.34,64.55,6.05,699.02,Chili
54.91,47.16,45.11,29.17,71.72,6.66,414.14,Chili
52.84,54.87,28.83,26.09,66.5,6.94,652.57,Chili
62.61,30.26,46.04,30.72,55.7,6.61,645.22,Chili
78.73,51.93,39.38,27.56,63.7,6.17,792.69,Chili
67.72,45.35,38.58,25.82,69.96,6.3,713.3,Chili
74.37,54.14,34.55,28.42,71.6,6.24,406.27,Chili
71.31,59.44,37.09,30.9,60.05,6.03,618.13,Chili
77.97,36.8,43.22,27.54,57.25,6.35,498.06,Chili
56.86,46.37,40.69,28.31,72.62,6.19,470.4,Chili
69.03,34.16,41.29,27.0,56.79,6.71,556.78,Chili
76.25,54.31,49.75,30.46,65.27,6.67,746.7,Chili
73.84,33.25,25.07,25.99,67.28,6.95,760.7,Chili
70.62,39.5,26.69,30.36,70.49,6.84,707.39,Chili
63.3,46.75,47.86,31.22,53.04,6.52,433.34,Chili
53.09,57.75,30.08,28.01,72.92,6.21,538.72,Chili
70.69,51.22,43.75,25.56,56.65,6.5,495.51,Chili
50.02,33.96,34.91,27.28,73.71,6.14,678.03,Chili
52.27,33.84,25.14,30.46,74.67,6.66,677.82,Chili
70.82,49.21,30.48,29.15,50.71,6.78,477.36,Chili
53.11,45.56,44.36,25.39,66.53,6.02,599.13,Chili
54.66,36.14,34.7,25.31,55.3,6.85,525.49,Chili
61.51,30.7,25.16,30.64,53.88,6.42,545.51,Chili
61.45,59.14,23.68,26.28,69.53,6.92,789.68,Chili
60.32,57.07,44.19,30.28,73.72,6.82,411.74,Chili
60.8,48.63,27.61,29.88,68.8,6.71,788.18,Chili
65.87,59.17,43.45,31.64,54.35,6.57,774.49,Chili
60.87,39.55,33.57,27.24,50.07,6.25,738.65,Chili
71.64,44.26,35.77,27.15,64.34,6.13,571.26,Chili
73.01,41.8,47.94,27.87,59.55,6.15,646.73,Chili
54.21,35.21,27.39,26.98,72.53,6.15,427.36,Chili
78.06,45.49,34.88,28.58,69.18,6.14,482.48,Chili
69.54,40.55,29.0,26.23,51.63,6.03,632.05,Chili
50.24,45.91,40.55,30.05,69.64,6.48,715.61,Chili
71.71,54.51,38.7,29.07,52.89,6.21,585.65,Chili
78.21,38.22,33.57,26.71,72.82,6.73,786.14,Chili
60.93,49.8,38.34,30.74,55.26,6.66,583.79,Chili
73.62,31.79,22.82,26.66,70.62,6.02,420.4,Chili
68.99,47.94,31.11,30.57,74.58,6.81,453.81,Chili
61.82,56.32,31.56,28.21,62.37,6.68,569.75,Chili
69.93,40.75,38.53,31.59,55.01,6.61,554.6,Chili
52.1,48.57,48.55,28.5,54.04,6.98,515.98,Chili
61.13,31.67,22.38,30.17,67.65,6.63,524.26,Chili
55.72,43.98,21.46,25.85,58.96,6.91,700.25,Chili
78.13,52.51,22.38,25.16,61.15,6.47,757.04,Chili
66.99,47.9,25.32,30.3,63.32,6.99,780.48,Chili
62.28,54.4,47.33,30.91,54.78,6.68,519.04,Chili
52.8,50.52,43.71,29.17,72.34,6.25,520.15,Chili
57.45,35.03,44.89,29.39,54.47,6.79,563.24,Chili
70.91,44.85,47.08,26.15,60.8,6.03,480.94,Chili
55.78,36.23,38.05,26.61,66.04,6.5,457.89,Chili
64.28,46.29,41.95,26.4,66.15,6.4,421.22,Chili
61.47,36.02,25.43,25.33,57.47,6.64,754.61,Chili
72.05,38.43,28.36,25.32,72.41,6.96,633.57,Chili
53.02,51.99,45.42,25.88,64.71,6.86,702.94,Chili
60.75,53.66,27.54,25.83,69.49,6.84,707.0,Chili
59.9,33.4,34.01,30.76,68.52,6.57,538.34,Chili
60.56,37.11,31.68,30.97,67.41,6.2,550.78,Chili
69.78,31.83,45.8,31.06,62.36,6.17,540.94,Chili
50.35,44.68,45.57,25.44,57.62,6.11,728.03,Chili
53.79,48.1,34.05,28.46,74.46,6.91,564.67,Chili
63.2,35.84,36.59,26.87,52.4,6.57,542.38,Chili
59.53,50.23,39.3,25.91,50.96,6.98,487.06,Chili
